X,Y,OBJECTID,SAMPLE_DATE,TIME,TIMEZONE,DEPTH,LOCATION,LATITUDE,LONGITUDE,NAME,COUNT_,HAB_ID
522660.956099998,348512.1509,4309735,2024/02/22 00:00:00+00,10:44:00,EST,20.2,"Casey Key; 18 mi W of",27.1364,-82.76011,Karenia brevis,0,HABW240222-048
546741.312600002,346050.8573,4309736,2024/02/22 00:00:00+00,07:51:00,EST,0.5,"Venice Inlet; 3 mi W of",27.11184,-82.51702,Karenia brevis,0,HABW240222-049
546741.312600002,346050.8573,4309737,2024/02/22 00:00:00+00,07:51:00,EST,9.6,"Venice Inlet; 3 mi W of",27.11184,-82.51702,Karenia brevis,0,HABW240222-050
551547.9395,335115.5328,4309738,2024/02/22 00:00:00+00,08:10:00,EST,0.5,"Manasota Beach; 3.4 mi W of",27.01283,-82.46982,Karenia brevis,0,HABW240222-051
551547.9395,335115.5328,4309739,2024/02/22 00:00:00+00,08:10:00,EST,9,"Manasota Beach; 3.4 mi W of",27.01283,-82.46982,Karenia brevis,0,HABW240222-052
557398.572999999,324674.3682,4309740,2024/02/22 00:00:00+00,08:28:00,EST,0.5,"Punta Gorda Beach; 3.3 mi W of",26.91813,-82.41211,Karenia brevis,0,HABW240222-053
557398.572999999,324674.3682,4309741,2024/02/22 00:00:00+00,08:28:00,EST,9.4,"Punta Gorda Beach; 3.3 mi W of",26.91813,-82.41211,Karenia brevis,0,HABW240222-054
563683.383699998,314406.4121,4309742,2024/02/22 00:00:00+00,08:47:00,EST,0.5,"Little Gasparilla Island; 3.8 mi W of",26.82491,-82.3501,Karenia brevis,0,HABW240222-055
563683.383699998,314406.4121,4309743,2024/02/22 00:00:00+00,08:47:00,EST,9.2,"Little Gasparilla Island; 3.8 mi W of",26.82491,-82.3501,Karenia brevis,0,HABW240222-056
569916.345800001,300752.7286,4309744,2024/02/22 00:00:00+00,09:09:00,EST,0.5,"Boca Grande Pass; 2 mi W of",26.70117,-82.28919,Karenia brevis,0,HABW240222-057
569916.345800001,300752.7286,4309745,2024/02/22 00:00:00+00,09:09:00,EST,9.4,"Boca Grande Pass; 2 mi W of",26.70117,-82.28919,Karenia brevis,0,HABW240222-058
569916.345800001,300752.7286,4309746,2024/02/22 00:00:00+00,09:22:00,EST,0.5,"Boca Grande Pass; 2 mi W of",26.70117,-82.28919,Karenia brevis,0,HABW240222-059
569871.834600002,290633.4838,4309747,2024/02/22 00:00:00+00,09:44:00,EST,0.5,"Captiva Pass; 4.2 mi W of",26.61003,-82.29105,Karenia brevis,0,HABW240222-060
569871.834600002,290633.4838,4309748,2024/02/22 00:00:00+00,09:44:00,EST,9.2,"Captiva Pass; 4.2 mi W of",26.61003,-82.29105,Karenia brevis,0,HABW240222-061
571719.686700001,278790.3408,4309749,2024/02/22 00:00:00+00,10:04:00,EST,0.5,"Captiva Island; 5.2 mi W of",26.50312,-82.27413,Karenia brevis,0,HABW240222-062
571719.686700001,278790.3408,4309750,2024/02/22 00:00:00+00,10:04:00,EST,8.5,"Captiva Island; 5.2 mi W of",26.50312,-82.27413,Karenia brevis,0,HABW240222-063
578976.6446,269260.3659,4309751,2024/02/22 00:00:00+00,10:21:00,EST,0.5,"Bowmans Beach; 4 mi SW of",26.41634,-82.2026,Karenia brevis,0,HABW240222-064
578976.6446,269260.3659,4309752,2024/02/22 00:00:00+00,10:21:00,EST,7.8,"Bowmans Beach; 4 mi SW of",26.41634,-82.2026,Karenia brevis,0,HABW240222-065
587431.447500002,260801.0923,4309753,2024/02/22 00:00:00+00,11:29:00,EST,0.5,"Tarpon Bay Road Beach; 6.2 mi SW of",26.339,-82.119,Karenia brevis,0,HABW240222-066
587431.447500002,260801.0923,4309754,2024/02/22 00:00:00+00,11:29:00,EST,9.3,"Tarpon Bay Road Beach; 6.2 mi SW of",26.339,-82.119,Karenia brevis,0,HABW240222-067
599131.656599998,258221.0677,4309755,2024/02/22 00:00:00+00,11:10:00,EST,0.5,"Barefoot Beach; 10 mi W of",26.3141,-82.00202,Karenia brevis,0,HABW240222-068
599131.656599998,258221.0677,4309756,2024/02/22 00:00:00+00,11:10:00,EST,9.4,"Barefoot Beach; 10 mi W of",26.3141,-82.00202,Karenia brevis,0,HABW240222-069
601300.6776,266437.783,4309757,2024/02/22 00:00:00+00,10:48:00,EST,0.5,"Sanibel Beach; 4.9 mi SE of",26.3878,-81.97891,Karenia brevis,0,HABW240222-070
601300.6776,266437.783,4309758,2024/02/22 00:00:00+00,10:48:00,EST,6.7,"Sanibel Beach; 4.9 mi SE of",26.3878,-81.97891,Karenia brevis,0,HABW240222-071
541065.468499999,310988.1574,4309759,2024/02/22 00:00:00+00,13:11:00,EST,0.5,"Gasparilla Pass; 18 mi W of",26.79666,-82.57846,Karenia brevis,0,HABW240222-072
541065.468499999,310988.1574,4309760,2024/02/22 00:00:00+00,13:11:00,EST,18.4,"Gasparilla Pass; 18 mi W of",26.79666,-82.57846,Karenia brevis,0,HABW240222-073
565246.4122,254596.2672,4309761,2024/02/22 00:00:00+00,11:59:00,EST,0.5,"Wiggins Pass; 32 mi W of",26.28597,-82.34245,Karenia brevis,0,HABW240222-074
565246.4122,254596.2672,4309762,2024/02/22 00:00:00+00,11:59:00,EST,15.2,"Wiggins Pass; 32 mi W of",26.28597,-82.34245,Karenia brevis,0,HABW240222-075
98230.2027999982,706054.8737,4309763,2024/02/22 00:00:00+00,12:37:00,CST,1,Pensacola Beach Pier,30.3273,-87.1419,Karenia brevis,0,HABW240223-001
97332.9538999982,708168.3067,4309764,2024/02/22 00:00:00+00,12:52:00,CST,1,South Bob Sikes Fishing Pier (Santa Rosa Sound),30.34613,-87.1518,Karenia brevis,0,HABW240223-002
603864.7502,213224.3817,4309765,2024/02/22 00:00:00+00,12:10:00,EST,0.5,"Caxambas Pass; 15 mi W of",25.908,-81.962,Karenia brevis,0,HABW240223-004
613989.772799999,223606.3421,4309766,2024/02/22 00:00:00+00,09:00:00,EST,0.5,"Marco Island; 7.2 mi NW of",26,-81.859,Karenia brevis,0,HABW240223-005
653538.238200001,181740.9034,4309767,2024/02/20 00:00:00+00,14:50:00,EST,0.5,"Pavilion Key; 9.1 mi SW of",25.616,-81.472,Karenia brevis,0,HABW240223-006
664519.425099999,188961.853,4309768,2024/02/20 00:00:00+00,11:00:00,EST,0.5,"Pavilion Key; 1 mi SW of",25.679,-81.361,Karenia brevis,0,HABW240223-007
551257.2053,347380.7693,4309769,2024/02/22 00:00:00+00,06:40:00,EST,0.5,Nokomis Beach,27.12332,-82.47122,Karenia brevis,0,HABW240223-008
551506.756499998,346328.9635,4309770,2024/02/22 00:00:00+00,06:45:00,EST,0.5,North Jetty,27.11382,-82.46883,Karenia brevis,0,HABW240223-009
763520.020799998,136408.9137,4309771,2024/02/22 00:00:00+00,10:20:00,EST,0.5,"PonTunes Key Largo Boat Ramp; W of (Blackwater Sound)",25.18275,-80.38915,Karenia brevis,0,HABW240223-010
763125.488899998,132791.6809,4309772,2024/02/22 00:00:00+00,11:00:00,EST,0.5,Rowell's Waterfront Park (Blackwater Sound),25.15025,-80.394117,Karenia brevis,0,HABW240223-011
753464.1336,118570.4035,4309773,2024/02/22 00:00:00+00,12:00:00,EST,0.5,Harry Harris County Park Boat Ramp,25.024567,-80.494017,Karenia brevis,0,HABW240223-012
766173.097600002,147765.141,4309774,2024/02/22 00:00:00+00,13:30:00,EST,0.5,Card Sound Road (Little Card Sound),25.2844,-80.359483,Karenia brevis,0,HABW240223-013
540436.090500001,370379.8928,4309775,2024/02/23 00:00:00+00,10:30:00,EST,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240223-014
540287.1928,370616.9314,4309776,2024/02/23 00:00:00+00,10:35:00,EST,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240223-015
787281.032499999,231573.1273,4309777,2024/02/17 00:00:00+00,,EST,0.5,"Sheridan Street; S of (West Lake)",26.033674,-80.123576,Karenia brevis,0,HABW240226-001
792484.243500002,286728.5186,4309778,2024/02/20 00:00:00+00,13:50:00,EST,0.5,"Wetland Preserve; E of (Lake Worth)",26.52888,-80.05387,Karenia brevis,0,HABW240226-002
793202.857000001,301854.3164,4309779,2024/02/21 00:00:00+00,14:25:00,EST,0.5,"Bunker Ranch Road; W of (Lake Worth Lagoon)",26.66486,-80.04177,Karenia brevis,0,HABW240226-003
791155.670699999,327208.902,4309780,2024/02/21 00:00:00+00,,EST,0.5,Juno Beach Fishing Pier,26.893715,-80.0542,Karenia brevis,0,HABW240226-004
534638.4001,417868.0779,4309781,2024/02/26 00:00:00+00,10:53:00,EST,0.5,"FWRI Peninsula; SE tip of (Bayboro Harbor)",27.759803,-82.631267,Karenia brevis,0,HABW240226-005
534638.4001,417868.0779,4309782,2024/02/26 00:00:00+00,11:03:00,EST,4.5,"FWRI Peninsula; SE tip of (Bayboro Harbor)",27.759803,-82.631267,Karenia brevis,0,HABW240226-006
535040.616300002,374935.1638,4309783,2024/02/26 00:00:00+00,08:19:00,EST,0.5,Longboat Key Beach,27.37317,-82.63202,Karenia brevis,0,HABW240226-007
541968.924600001,369866.8538,4309784,2024/02/26 00:00:00+00,07:58:00,EST,0.5,Ringling Causeway,27.32682,-82.56244,Karenia brevis,0,HABW240226-008
540080.280499998,368600.1299,4309785,2024/02/26 00:00:00+00,08:47:00,EST,0.5,North Lido Beach,27.31561,-82.58171,Karenia brevis,0,HABW240226-009
540533.581500001,368093.4201,4309786,2024/02/26 00:00:00+00,09:01:00,EST,0.5,Lido Beach Casino,27.311,-82.57718,Karenia brevis,0,HABW240226-010
541517.045499999,366681.1727,4309787,2024/02/26 00:00:00+00,09:23:00,EST,0.5,South Lido Park,27.29818,-82.56739,Karenia brevis,0,HABW240226-011
542971.579300001,363033.5954,4309788,2024/02/26 00:00:00+00,10:07:00,EST,0.5,Siesta Beach,27.26518,-82.5531,Karenia brevis,0,HABW240226-012
546590.088399999,357885.1741,4309789,2024/02/26 00:00:00+00,10:25:00,EST,0.5,Turtle Beach,27.21843,-82.51711,Karenia brevis,0,HABW240226-013
551257.2053,347380.7693,4309790,2024/02/26 00:00:00+00,11:10:00,EST,0.5,Nokomis Beach,27.12332,-82.47122,Karenia brevis,0,HABW240226-014
551506.756499998,346328.9635,4309791,2024/02/26 00:00:00+00,10:40:00,EST,0.5,North Jetty,27.11382,-82.46883,Karenia brevis,0,HABW240226-015
552311.0462,344842.1313,4309792,2024/02/26 00:00:00+00,10:00:00,EST,0.5,Venice Beach,27.10034,-82.46089,Karenia brevis,0,HABW240226-016
553136.401000001,342401.778,4309793,2024/02/26 00:00:00+00,09:40:00,EST,0.5,Service Club Park,27.07827,-82.45286,Karenia brevis,0,HABW240226-017
553277.657600001,341873.8864,4309794,2024/02/26 00:00:00+00,09:25:00,EST,0.5,"Venice Fishing Pier; N of",27.0735,-82.4515,Karenia brevis,0,HABW240226-018
553634.132599998,341079.9859,4309795,2024/02/26 00:00:00+00,09:10:00,EST,0.5,Brohard Beach,27.06631,-82.448,Karenia brevis,0,HABW240226-019
554082.674600001,340055.1852,4309796,2024/02/26 00:00:00+00,08:55:00,EST,0.5,Caspersen Beach,27.05703,-82.4436,Karenia brevis,0,HABW240226-020
557166.7632,334906.7345,4309797,2024/02/26 00:00:00+00,08:20:00,EST,0.5,Manasota Beach,27.01031,-82.41312,Karenia brevis,0,HABW240226-021
559955.690200001,329716.3916,4309798,2024/02/26 00:00:00+00,08:00:00,EST,0.5,Blind Pass Beach,26.96324,-82.38565,Karenia brevis,0,HABW240226-022
540436.090500001,370379.8928,4309799,2024/02/26 00:00:00+00,14:40:00,EST,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240226-023
540287.1928,370616.9314,4309800,2024/02/26 00:00:00+00,14:50:00,EST,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240226-024
514634.8565,441861.8973,4309801,2024/02/26 00:00:00+00,10:04:00,EST,0.5,Clearwater Beach Pier 60,27.9777,-82.8323,Karenia brevis,0,HABW240226-025
516101.876400001,423484.4676,4309802,2024/02/26 00:00:00+00,10:56:00,EST,0.5,La Contessa Pier,27.8121,-82.81915,Karenia brevis,0,HABW240226-026
524197.909400001,401486.5799,4309803,2024/02/26 00:00:00+00,12:06:00,EST,0.5,"Mullet Key; Gulf Pier",27.6133,-82.7391,Karenia brevis,0,HABW240226-027
528904.193399999,412463.5663,4309804,2024/02/26 00:00:00+00,12:41:00,EST,0.5,Wallace Cove (Boca Ciega Bay),27.7117,-82.69014,Karenia brevis,0,HABW240226-028
525456.319899999,437856.6227,4309805,2024/02/26 00:00:00+00,09:16:00,EST,0.5,"Via Cipriani; dock S of (Old Tampa Bay)",27.94067,-82.7225,Karenia brevis,0,HABW240226-029
523272.835999999,419812.5906,4309806,2024/02/26 00:00:00+00,08:36:00,EST,0.5,"Country Club Road North; SW of (Boca Ciega Bay)",27.7784,-82.7466,Karenia brevis,0,HABW240226-030
615674.815000001,257468.9957,4309807,2024/02/26 00:00:00+00,09:54:00,EST,0.5,Barefoot Beach State Preserve,26.30481,-81.8362,Karenia brevis,0,HABW240227-001
552311.0462,344842.1313,4309808,2024/05/13 00:00:00+00,10:20:00,EDT,0.5,Venice Beach,27.10034,-82.46089,Karenia brevis,0,HABW240513-037
553136.401000001,342401.778,4309809,2024/05/13 00:00:00+00,09:50:00,EDT,0.5,Service Club Park,27.07827,-82.45286,Karenia brevis,0,HABW240513-038
553277.657600001,341873.8864,4309810,2024/05/13 00:00:00+00,09:40:00,EDT,0.5,"Venice Fishing Pier; N of",27.0735,-82.4515,Karenia brevis,0,HABW240513-039
553634.132599998,341079.9859,4309811,2024/05/13 00:00:00+00,09:20:00,EDT,0.5,Brohard Beach,27.06631,-82.448,Karenia brevis,0,HABW240513-040
554082.674600001,340055.1852,4309812,2024/05/13 00:00:00+00,09:10:00,EDT,0.5,Caspersen Beach,27.05703,-82.4436,Karenia brevis,0,HABW240513-041
557166.7632,334906.7345,4309813,2024/05/13 00:00:00+00,08:35:00,EDT,0.5,Manasota Beach,27.01031,-82.41312,Karenia brevis,0,HABW240513-042
559955.690200001,329716.3916,4309814,2024/05/13 00:00:00+00,08:20:00,EDT,0.5,Blind Pass Beach,26.96324,-82.38565,Karenia brevis,0,HABW240513-043
514634.8565,441861.8973,4309815,2024/05/13 00:00:00+00,09:58:00,EDT,0.5,Clearwater Beach Pier 60,27.9777,-82.8323,Karenia brevis,0,HABW240513-044
516101.876400001,423484.4676,4309816,2024/05/13 00:00:00+00,10:48:00,EDT,0.5,La Contessa Pier,27.8121,-82.81915,Karenia brevis,0,HABW240513-045
524197.909400001,401486.5799,4309817,2024/05/13 00:00:00+00,11:41:00,EDT,0.5,"Mullet Key; Gulf Pier",27.6133,-82.7391,Karenia brevis,0,HABW240513-046
528904.193399999,412463.5663,4309818,2024/05/13 00:00:00+00,12:15:00,EDT,0.5,Wallace Cove (Boca Ciega Bay),27.7117,-82.69014,Karenia brevis,0,HABW240513-047
525456.319899999,437856.6227,4309819,2024/05/13 00:00:00+00,09:09:00,EDT,0.5,"Via Cipriani; dock S of (Old Tampa Bay)",27.94067,-82.7225,Karenia brevis,0,HABW240513-048
523272.835999999,419812.5906,4309820,2024/05/13 00:00:00+00,08:22:00,EDT,0.5,"Country Club Road North; SW of (Boca Ciega Bay)",27.7784,-82.7466,Karenia brevis,0,HABW240513-049
534255.223499998,399727.8494,4309821,2024/05/13 00:00:00+00,09:42:00,EDT,0.5,"Skyway Fishing Pier; South (Lower Tampa Bay)",27.5965,-82.6372,Karenia brevis,0,HABW240513-050
536474.075599998,398488.7622,4309822,2024/05/13 00:00:00+00,10:02:00,EDT,0.2,Fletcher Point (Lower Tampa Bay),27.58512,-82.61482,Karenia brevis,0,HABW240513-051
532899.667199999,388540.9007,4309823,2024/05/13 00:00:00+00,11:18:00,EDT,0.5,Palma Sola Bay Bridge,27.4959,-82.6522,Karenia brevis,0,HABW240513-052
529396.8631,383172.6318,4309824,2024/05/13 00:00:00+00,12:06:00,EDT,0.5,Longboat Pass Boat Ramp (Sarasota Bay),27.4479,-82.6883,Karenia brevis,0,HABW240513-053
524174.4219,393179.5007,4309825,2024/05/13 00:00:00+00,12:06:00,EDT,0.5,Anna Maria Island Rod & Reel Pier (Lower Tampa Bay),27.5385,-82.7402,Karenia brevis,0,HABW240513-054
540436.090500001,370379.8928,4309826,2024/05/14 00:00:00+00,10:10:00,EDT,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240514-001
540287.1928,370616.9314,4309827,2024/05/14 00:00:00+00,10:20:00,EDT,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240514-002
712694.225000001,517119.0537,4309828,2024/05/13 00:00:00+00,10:10:00,EDT,0.2,Parrish Park Boat Ramp (Indian River),28.62365,-80.795517,Karenia brevis,0,HABW240514-003
718483.671500001,506468.1072,4309829,2024/05/13 00:00:00+00,10:45:00,EDT,0.2,"NASA Causeway; SE side of (Indian River)",28.52641,-80.7391,Karenia brevis,0,HABW240514-004
636911.215599999,210873.8367,4309830,2024/05/13 00:00:00+00,10:16:00,EDT,0.2,"Coon Key; S of (Gullivan Bay)",25.8815,-81.632167,Karenia brevis,0,HABW240514-005
730884.5112,505374.8905,4309831,2024/05/13 00:00:00+00,11:10:00,EDT,0.2,"Roy D. Bridges Bridge; NW end of (Banana River)",28.51356,-80.6125,Karenia brevis,0,HABW240514-006
639223.710700002,212046.8179,4309832,2024/05/13 00:00:00+00,10:50:00,EDT,0.3,"Shell Key; S of (Gullivan Bay)",25.891667,-81.608833,Karenia brevis,0,HABW240514-007
715954.427099999,500699.3342,4309833,2024/05/13 00:00:00+00,11:35:00,EDT,0.2,Port St. John Boat Ramp (Indian River),28.475083,-80.766533,Karenia brevis,0,HABW240514-008
635915.472399998,206249.1052,4309834,2024/05/13 00:00:00+00,10:01:00,EDT,0.2,"Cape Romano; 2.3 mi E of (Gullivan Bay)",25.84,-81.643,Karenia brevis,0,HABW240514-009
726342.876899999,492823.6294,4309835,2024/05/13 00:00:00+00,11:55:00,EDT,0.2,Kelly Park (Banana River),28.4017,-80.66245,Karenia brevis,0,HABW240514-010
627122.086100001,214041.354,4309836,2024/05/13 00:00:00+00,09:00:00,EDT,0.5,South Marco Beach,25.9117,-81.7294,Karenia brevis,0,HABW240514-011
729802.829300001,487966.4765,4309837,2024/05/13 00:00:00+00,13:00:00,EDT,0.2,520 Slick Boat Ramp (Banana River),28.357133,-80.62844,Karenia brevis,0,HABW240514-012
618956.794,238300.1817,4309838,2024/05/13 00:00:00+00,09:45:00,EDT,0.5,Naples Pier,26.1316,-81.8067,Karenia brevis,0,HABW240514-013
617789.910500001,246682.1484,4309839,2024/05/13 00:00:00+00,10:15:00,EDT,0.5,Seagate,26.2073,-81.8169,Karenia brevis,0,HABW240514-014
731333.953299999,482664.5977,4309840,2024/05/13 00:00:00+00,13:15:00,EDT,0.2,Ramp Road Park Boat Ramp (Banana River),28.309033,-80.614283,Karenia brevis,0,HABW240514-015
730902.3521,463037.991,4309841,2024/05/13 00:00:00+00,14:05:00,EDT,0.2,Eau Gallie Pier (Indian River),28.13248,-80.62418,Karenia brevis,0,HABW240514-016
617013.643100001,251824.5491,4309842,2024/05/13 00:00:00+00,10:40:00,EDT,0.5,Vanderbilt Beach,26.25375,-81.82377,Karenia brevis,0,HABW240514-017
615674.815000001,257468.9957,4309843,2024/05/13 00:00:00+00,11:05:00,EDT,0.5,Barefoot Beach State Preserve,26.30481,-81.8362,Karenia brevis,0,HABW240514-018
792496.270500001,286735.2342,4309844,2024/05/08 00:00:00+00,11:11:00,EDT,0.5,"Wetland Preserve; E of (Lake Worth)",26.528937,-80.053747,Karenia brevis,0,HABW240514-019
733910.3871,457562.4681,4309845,2024/05/13 00:00:00+00,14:30:00,EDT,0.2,"Geiger Point; Melbourne Causeway at (Indian River)",28.08245,-80.59505,Karenia brevis,0,HABW240514-020
518558.264199998,423163.9589,4309846,2024/05/11 00:00:00+00,15:45:00,EDT,0.2,"Tom Stuart Causeway; N of (Boca Ciega Bay)",27.809,-82.7942,Karenia brevis,0,HABW240514-021
793059.6829,301576.4882,4309847,2024/05/09 00:00:00+00,14:30:00,EDT,0.5,"Hunters Island; NW of (Lake Worth Lagoon)",26.6624,-80.0433,Karenia brevis,0,HABW240514-022
788986.326400001,332873.5793,4309848,2024/05/12 00:00:00+00,09:30:00,EDT,0.5,"Jupiter Inlet; NW of (Loxahatchee River)",26.945334,-80.07425,Karenia brevis,0,HABW240514-023
729787.4221,465009.4958,4309849,2024/05/12 00:00:00+00,,EDT,0.5,"Tropic; SW of (Indian River)",28.1505,-80.635,Karenia brevis,0,HABW240514-024
445749.786400001,620229.3214,4309850,2024/05/13 00:00:00+00,11:20:00,EDT,0.5,"Steinhatchee River; 8.6 mi SW of",29.588,-83.527,Karenia brevis,0,HABW240514-025
453485.056200001,620816.6469,4309851,2024/05/13 00:00:00+00,14:22:00,EDT,0.5,"Bird Island; 2.2 mi W of",29.593,-83.447,Karenia brevis,0,HABW240514-026
574764.8411,261502.4356,4309852,2024/05/13 00:00:00+00,10:45:00,EDT,0.5,"Bowmans Beach; 9.5 mi SW of",26.347,-82.246,Karenia brevis,0,HABW240514-027
590901.036899999,268403.1292,4309853,2024/05/13 00:00:00+00,14:35:00,EDT,0.5,"Tarpon Bay Road Beach; 1 mi S of",26.407,-82.083,Karenia brevis,0,HABW240514-028
778570.4406,160421.3167,4309854,2024/05/13 00:00:00+00,11:28:00,EDT,0.1,Caesar Creek (Biscayne Bay),25.3951,-80.23246,Karenia brevis,0,HABW240515-001
783735.896899998,171628.0006,4309855,2024/05/13 00:00:00+00,08:12:00,EDT,0.1,Sands Cut (Biscayne Bay),25.49465,-80.17763,Karenia brevis,0,HABW240515-002
783931.827799998,174605.0841,4309856,2024/05/13 00:00:00+00,08:06:00,EDT,0.1,Lewis Cut (Biscayne Bay),25.52142,-80.17476,Karenia brevis,0,HABW240515-003
607937.416999999,271781.5613,4309857,2024/05/14 00:00:00+00,09:54:00,EDT,0.8,Estero Island (Estero Bay),26.43494,-81.91138,Karenia brevis,0,HABW240515-004
614510.007199999,266451.5901,4309858,2024/05/14 00:00:00+00,13:05:00,EDT,1.1,Long Key (Estero Bay),26.38591,-81.84631,Karenia brevis,0,HABW240515-005
614748.3004,263021.0279,4309859,2024/05/14 00:00:00+00,11:59:00,EDT,1,Bonita Beach (Estero Bay),26.35497,-81.84452,Karenia brevis,0,HABW240515-006
589298.655200001,297332.016,4309860,2024/05/14 00:00:00+00,10:45:00,EDT,0.5,Ben Coleman Keys (Matlacha Pass),26.6678,-82.0946,Karenia brevis,0,HABW240515-007
591885.252099998,285703.6758,4309861,2024/05/14 00:00:00+00,10:27:00,EDT,0.5,"Deer Stop Keys; SW of (Matlacha Pass)",26.5627,-82.0704,Karenia brevis,0,HABW240515-008
591399.399,292612.7762,4309862,2024/05/14 00:00:00+00,12:09:00,EDT,0.5,"Porpoise Point Island; SW of (Matlacha Pass)",26.625,-82.0742,Karenia brevis,0,HABW240515-009
555630.113299999,338120.2894,4309863,2024/05/14 00:00:00+00,14:12:00,EDT,0.2,South Venice Beach Ferry Dock (Lemon Bay),27.039428,-82.42822,Karenia brevis,0,HABW240515-010
553140.340100002,341772.2261,4309864,2024/05/14 00:00:00+00,14:44:00,EDT,0.2,Venice Fishing Pier,27.0726,-82.4529,Karenia brevis,0,HABW240515-011
731335.451000001,487253.7945,4309865,2024/05/14 00:00:00+00,08:35:00,EDT,0.5,Diamond Bay (Banana River),28.35034,-80.61298,Karenia brevis,0,HABW240515-012
530247.357799999,492798.6571,4309866,2024/05/14 00:00:00+00,16:17:00,EDT,0.5,Palm Island (Hammock Creek),28.434908,-82.667673,Karenia brevis,0,HABW240515-013
531649.427000001,504023.908,4309867,2024/05/14 00:00:00+00,16:46:00,EDT,0.5,Bayport Park,28.535842,-82.652077,Karenia brevis,0,HABW240515-014
535352.3517,420596.6409,4309868,2024/05/15 00:00:00+00,07:10:00,EDT,0.5,North Shore Park Beach (Middle Tampa Bay),27.7843,-82.6237,Karenia brevis,0,HABW240515-015
535039.819899999,419515.8815,4309869,2024/05/15 00:00:00+00,07:37:00,EDT,0.5,Spa Beach (Middle Tampa Bay),27.7746,-82.627,Karenia brevis,0,HABW240515-016
534772.653099999,417002.9767,4309870,2024/05/15 00:00:00+00,08:03:00,EDT,0.5,Lassing Park (Middle Tampa Bay),27.752,-82.63,Karenia brevis,0,HABW240515-017
529619.031800002,412249.0657,4309871,2024/05/15 00:00:00+00,08:38:00,EDT,0.5,Maximo Park (Lower Tampa Bay),27.7097,-82.6829,Karenia brevis,0,HABW240515-018
520439.856600001,418851.24,4309872,2024/05/15 00:00:00+00,09:18:00,EDT,0.5,Treasure Island Beach,27.77,-82.7755,Karenia brevis,0,HABW240515-019
540436.090500001,370379.8928,4309873,2024/05/15 00:00:00+00,10:55:00,EDT,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240515-020
540287.1928,370616.9314,4309874,2024/05/15 00:00:00+00,11:02:00,EDT,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240515-021
538111.6021,424357.1459,4309875,2024/05/15 00:00:00+00,10:55:00,EDT,0.5,"Kansas Avenue Northeast; canal W of",27.81788,-82.59521,Karenia brevis,0,HABW240515-022
579604.281199999,281487.6899,4309876,2024/05/15 00:00:00+00,07:37:00,EDT,0.5,Alison Hagerup Beach Park,26.5264,-82.1945,Karenia brevis,0,HABW240516-001
591164.402199998,270039.099,4309877,2024/05/15 00:00:00+00,08:10:00,EDT,0.5,Tarpon Bay Road Beach,26.4217,-82.0801,Karenia brevis,0,HABW240516-002
597583.1963,273415.6339,4309878,2024/05/15 00:00:00+00,08:28:00,EDT,0.5,Lighthouse Beach,26.4512,-82.0151,Karenia brevis,0,HABW240516-003
603242.4641,273763.3761,4309879,2024/05/15 00:00:00+00,08:56:00,EDT,0.5,Lynn Hall Park,26.4535,-81.9582,Karenia brevis,0,HABW240516-004
611146.973299999,266847.3527,4309880,2024/05/15 00:00:00+00,09:39:00,EDT,0.5,Lovers Key State Park,26.39,-81.88,Karenia brevis,0,HABW240516-005
614627.406800002,260357.988,4309881,2024/05/15 00:00:00+00,10:11:00,EDT,0.5,Bonita Beach Park,26.331,-81.8462,Karenia brevis,0,HABW240516-006
562366.664500002,325465.525,4309882,2024/05/15 00:00:00+00,10:00:00,EDT,0.5,Englewood Beach,26.92467,-82.36189,Karenia brevis,0,HABW240516-007
571247.726500001,312368.1709,4309883,2024/05/15 00:00:00+00,08:00:00,EDT,0.5,Boca Grande Pier (Gasparilla Sound),26.80562,-82.27415,Karenia brevis,0,HABW240516-008
652216.735199999,76226.8087999998,4309884,2024/05/14 00:00:00+00,15:51:00,EDT,0.1,Cudjoe Key,24.664944,-81.506444,Karenia brevis,0,HABW240516-009
652216.735199999,76226.8087999998,4309885,2024/05/14 00:00:00+00,16:00:00,EDT,1,Cudjoe Key,24.664944,-81.506444,Karenia brevis,0,HABW240516-010
557398.201400001,334871.962,4310043,2024/01/29 00:00:00+00,12:00:00,EST,0.5,Manasota Beach Park Boat Ramp,27.00997,-82.410788,Karenia brevis,0,HABW240130-009
553140.340100002,341772.2261,4310044,2024/01/29 00:00:00+00,12:45:00,EST,0.5,Venice Fishing Pier,27.0726,-82.4529,Karenia brevis,0,HABW240130-010
512254.088199999,468417.4641,4310045,2024/01/26 00:00:00+00,12:52:00,EST,0.5,"North Anclote Key; NW of",28.217009,-82.854036,Karenia brevis,0,HABW240130-011
